"Player_name","Team","Level","c.IP","N","HR_9","Kpct","BBpct","DER","ERA","FIP","K_BB","ID","Diff"
"フィガロ","Bs","Top",64,268,0.7,13.8,7.1,0.725,3.09,3.51,6.7,"フィガロ Bs",NA
"フィリップス","C","Farm",35,130,0.26,33.8,11.5,0.814,0.26,2.18,22.3,"フィリップス C",NA
"フィリップス","C","Top",11,46,0.82,15.2,6.5,0.794,3.27,4,8.7,"フィリップス C",NA
"フェルナンデス","S","Farm",87.3,394,0.738,16.8,16.2,0.734,3.61,4.64,0.5,"フェルナンデス S",NA
"フェルナンデス","S","Top",12.7,61,1.42,6.6,14.8,0.711,7.11,6.41,-8.2,"フェルナンデス S",NA
"ブキャナン","S","Farm",5.3,27,1.69,7.4,3.7,0.565,11.81,5.18,3.7,"ブキャナン S",-328.7
"ブキャナン","S","Top",334,1429,0.97,14.5,7.6,0.708,3.85,4.24,6.8,"ブキャナン S",-328.7
"ブラックリー","E","Farm",77.3,330,0.93,16.4,7.3,0.708,3.38,4.08,9.1,"ブラックリー E",NA
"ブラックリー","E","Top",13,63,1.38,11.1,7.9,0.604,5.54,4.85,3.2,"ブラックリー E",NA
"ブラッドリー","D","Farm",13,55,0,14.5,9.1,0.667,3.46,2.84,5.4,"ブラッドリー D",NA
"ブラッドリー","D","Top",53.3,233,0.68,9.4,6.9,0.695,3.71,3.93,2.5,"ブラッドリー D",NA
"フランスア","C","Farm",40,171,1.12,25.1,11.1,0.723,2.25,4.07,14,"フランスア C",-25
"フランスア","C","Top",65,267,0.42,30.3,12.7,0.76,1.66,2.75,17.6,"フランスア C",-25
"ブランドン","DB","Farm",18,71,0.5,23.9,7,0.75,1,2.53,16.9,"ブランドン DB",NA
"ブランドン","DB","Top",69.3,301,0.39,14,9.6,0.719,5.32,3.35,4.4,"ブランドン DB",NA
"ブリガム","E","Farm",73.7,309,0.12,19.4,9.1,0.697,3.67,2.78,10.3,"ブリガム E",NA
"ブリガム","E","Top",34.3,155,0.79,17.4,10.3,0.654,5.24,4.35,7.1,"ブリガム E",NA
"ブレイシア","C","Farm",20,81,0,25.9,2.5,0.672,1.35,1.13,23.4,"ブレイシア C",-10
"ブレイシア","C","Top",30,132,0.9,14.4,6.1,0.716,3,3.75,8.3,"ブレイシア C",-10
"ブロードウェイ","DB","Farm",9,38,1,23.7,13.2,0.636,6,4.45,10.5,"ブロードウェイ DB",NA
"ブロードウェイ","DB","Top",6,29,4.5,10.3,6.9,0.81,4.5,9.45,3.4,"ブロードウェイ DB",NA
"ヘーゲンズ","C","Farm",53.3,209,0.175,15.8,8.1,0.75,1.52,3.03,7.6,"ヘーゲンズ C",23
"ヘーゲンズ","C","Top",98.3,415,0.46,10.3,9.6,0.722,3.48,4.04,0.7,"ヘーゲンズ C",23
"ベク・チャスン","M","Farm",13.7,62,0,12.9,8.1,0.583,3.95,2.99,4.8,"ベク・チャスン M",NA
"ペトリック","DB","Farm",63,270,0,12.2,7,0.7,3.43,2.91,5.2,"ペトリック DB",NA
"ペトリック","DB","Top",47.3,199,1.9,11.1,6,0.755,5.51,5.53,5.1,"ペトリック DB",NA
"ペニー","H","Top",3.3,19,0,5.3,15.8,0.533,10.8,4.72,-10.5,"ペニー H",NA
"ヘルウェグ","C","Farm",15,71,0,21.1,15.5,0.659,2.4,3.95,5.6,"ヘルウェグ C",7
"ヘルウェグ","C","Top",8,33,0,30.3,15.2,0.765,1.13,2.77,15.2,"ヘルウェグ C",7
"ヘルメン","Bs","Farm",17,71,0.53,22.5,4.2,0.647,3.71,2.34,18.3,"ヘルメン Bs",-30
"ヘルメン","Bs","Top",47,210,0.77,24.3,11.4,0.683,2.68,3.32,12.9,"ヘルメン Bs",-30
"ペレス","D","Farm",11,47,0,19.1,0,0.632,1.64,1.21,19.1,"ペレス D",NA
"ペレス","G","Farm",1.3,11,0,9.1,27.3,0.735,20.25,10.51,-18.2,"ペレス G",NA
"ペレス","S","Farm",44,191,0.61,22,15.7,0.735,3.48,4.37,6.3,"ペレス S",NA
"ペレス","S","Top",21.3,107,0.84,17.8,14,0.636,8.02,4.64,3.8,"ペレス S",NA
"ペン","M","Farm",15,58,1.8,22.4,5.2,0.816,3,4.53,17.2,"ペン M",NA
"ペン","M","Top",20.3,87,0,17.2,8.1,0.677,3.98,2.17,9.1,"ペン M",NA
"ボイヤー","T","Farm",13.3,61,1.35,21.3,4.9,0.585,6.08,4.04,16.4,"ボイヤー T",NA
"ボイヤー","T","Top",27,104,1,20.2,3.9,0.776,2.67,3.22,16.3,"ボイヤー T",NA
"ボウデン","L","Farm",16,67,1.12,19.4,9,0.783,2.81,4.17,10.4,"ボウデン L",NA
"ボウデン","L","Top",40,179,0.9,16.8,13.4,0.712,4.5,4.53,3.4,"ボウデン L",NA
"ポーリーノ","L","Farm",20,84,0.45,16.7,10.7,0.724,2.7,3.91,6,"ポーリーノ L",NA
"ポーリーノ","L","Top",44,203,0.61,15.8,12.3,0.709,4.7,4.23,3.5,"ポーリーノ L",NA
"ホールトン","G","Farm",32,140,0.56,8.6,3.6,0.658,5.06,3.54,5,"ホールトン G",NA
"ホールトン","G","Top",261.7,1056,0.868,18.9,7.2,0.763,2.96,3.44,11.7,"ホールトン G",NA
"ボルシンガー","M","Farm",5,24,1.8,8.3,16.7,0.706,10.8,7.15,-8.4,"ボルシンガー M",-112.7
"ボルシンガー","M","Top",117.7,477,0.54,17.6,9,0.727,3.06,3.46,8.6,"ボルシンガー M",-112.7
"ポレダ","G","Top",174,740,0.31,16.2,8.8,0.716,3.1,3.16,7.4,"ポレダ G",NA
"マーティン","F","Farm",1,3,0,66.7,0,1,0,-1.07,66.7,"マーティン F",-36.7
"マーティン","F","Top",88.4,319,0.412,28.5,4.1,0.8,1.12,1.94,24.4,"マーティン F",-36.7
"マーティン","L","Farm",2,7,4.5,28.6,0,0.75,4.5,7.45,28.6,"マーティン L",-19.7
"マーティン","L","Top",21.7,88,0.83,29.5,13.6,0.717,2.08,3.76,15.9,"マーティン L",-19.7
"マイコラス","G","Farm",21,89,2.174,15.8,5.6,0.769,5.57,5.43,10.1,"マイコラス G",-188
"マイコラス","G","Top",424.7,1683,0.6,22.4,4.1,0.727,2.18,2.57,18.3,"マイコラス G",-188
"マエストリ","Bs","Farm",89.7,386,0.606,18.6,9.8,0.689,2.51,3.56,8.8,"マエストリ Bs",NA
"マエストリ","Bs","Top",217.3,941,0.799,17.4,10.3,0.73,3.44,4.08,7.1,"マエストリ Bs",NA
"マクレーン","Bs","Farm",17,69,0,14.5,4.3,0.679,2.12,2.22,10.2,"マクレーン Bs",NA
"マクレーン","Bs","Top",69,303,0.52,9.2,8.6,0.71,3.91,3.86,0.6,"マクレーン Bs",NA
"マシス","M","Farm",2,14,0,7.1,21.4,0.6,18,6.36,-14.3,"マシス M",NA
"マシス","M","Top",26.3,124,0.68,11.3,6.5,0.61,6.49,3.45,4.9,"マシス M",NA
"マシソン","G","Farm",12.3,54,0,22.2,16.7,0.727,2.91,3.12,5.6,"マシソン G",-101.6
"マシソン","G","Top",408.2,1649,0.713,28.7,7.6,0.724,2.36,2.58,21.1,"マシソン G",-101.6
"マテオ","T","Farm",7.3,29,1.175,27.6,0,0.737,1.23,2.95,27.6,"マテオ T",-67.4
"マテオ","T","Top",128.7,551,0.44,23.8,9.4,0.712,2.8,2.82,14.3,"マテオ T",-67.4
"マドリガル","D","Farm",6,29,0,17.2,24.1,0.706,7.5,4.75,-6.9,"マドリガル D",NA
"マドリガル","D","Top",39,168,1.38,16.7,10.7,0.754,3.23,4.83,6,"マドリガル D",NA
"マルティネス","D","Farm",22.7,110,1.59,4.5,10.9,0.678,5.96,6.64,-6.4,"マルティネス D",22.7
"マルティネス","F","Top",161.7,683,0.89,13.6,5.9,0.71,3.51,3.96,7.7,"マルティネス F",-161.7
"ミゲル・メヒア","L","Farm",33.7,142,0.8,9.9,5.6,0.739,2.41,4.06,4.3,"ミゲル・メヒア L",NA
"ミゲル・メヒア","L","Top",3.7,23,2.45,17.4,13,0.4,14.73,6.63,4.4,"ミゲル・メヒア L",NA
"ミコライオ","C","Farm",5,24,0,20.9,4.2,0.556,1.8,1.56,16.7,"ミコライオ C",NA
"ミコライオ","C","Top",163,663,0.439,18.4,8.1,0.744,2.43,2.94,10.2,"ミコライオ C",NA
"ミコライオ","E","Farm",12,50,1.491,16,8,0.771,2.25,5.03,8,"ミコライオ E",NA
"ミコライオ","E","Top",45.3,181,0.6,16,3.3,0.755,2.38,3.2,12.7,"ミコライオ E",NA
"ミッシュ","Bs","Farm",86.7,353,0.31,15,8.2,0.746,2.39,3.38,6.8,"ミッシュ Bs",NA
"ミッシュ","Bs","Top",5.3,30,1.69,6.7,16.7,0.619,8.44,8.02,-10,"ミッシュ Bs",NA
"ミランダ","H","Farm",14,58,1.93,15.5,13.8,0.868,5.14,6.16,1.7,"ミランダ H",-33.7
"ミランダ","H","Top",47.7,191,0.57,20.9,14.1,0.792,1.89,3.8,6.8,"ミランダ H",-33.7
"ミルズ","Bs","Farm",18,71,0.5,12.7,5.6,0.732,2.5,3.47,7.1,"ミルズ Bs",NA
"ミルズ","Bs","Top",2.7,15,0,13.3,13.3,0.455,10.13,3.63,0,"ミルズ Bs",NA
"ミンチェ","Bs","Farm",46.7,182,0,12.6,3.8,0.753,1.74,2.5,8.8,"ミンチェ Bs",NA
"ミンチェ","Bs","Top",33.3,155,0.535,9.1,11,0.672,5.94,4.01,-1.9,"ミンチェ Bs",NA
"メジャ","D","Farm",5,34,1.76,11.8,47.1,0.846,12.69,13.57,-35.3,"メジャ D",NA
"メッセンジャー","T","Farm",14,47,0,27.7,6.4,0.871,0.64,1.73,21.3,"メッセンジャー T",-314.7
"メッセンジャー","T","Top",1297,5396,0.505,23.2,7.6,0.7,2.96,2.68,15.5,"メッセンジャー T",-314.7
"メルセデス","G","Farm",92,374,0.29,21.7,8.8,0.716,2.94,2.8,12.8,"メルセデス G",0
"メルセデス","G","Top",92,357,0.39,14.8,4.5,0.769,2.05,3.06,10.3,"メルセデス G",0
"メンデス","T","Farm",51.7,227,0.7,18.5,9.7,0.699,3.48,3.53,8.8,"メンデス T",42
"メンデス","T","Top",9.7,45,0.93,20,6.7,0.645,6.52,3.64,13.3,"メンデス T",42
"メンドーサ","F","Farm",18.7,100,2.051,5,7,0.675,9.16,5.82,-2,"メンドーサ F",-97.7
"メンドーサ","F","Top",542.7,2334,0.595,14.4,8.1,0.706,3.8,3.73,6.3,"メンドーサ F",-97.7
"メンドーサ","G","Farm",46,190,1.012,19.5,8.4,0.692,2.93,3.89,11,"メンドーサ G",NA
"メンドーサ","G","Top",7,33,1.364,21.2,9.1,0.721,7.71,3.6,12.1,"メンドーサ G",NA
"メンドーサ","L","Farm",2.3,23,0,4.3,47.8,0.545,30.86,16.2,-43.5,"メンドーサ L",NA
"メンドーサ","T","Top",21,90,0.86,16.7,6.7,0.701,5.14,3.72,10,"メンドーサ T",-21
"モイネロ","H","Farm",14.7,58,0,32.8,15.5,0.833,0.61,2.19,17.3,"モイネロ H",-66.7
"モイネロ","H","Top",81.4,331,0.784,28.1,11.5,0.762,3.65,3.28,16.6,"モイネロ H",-66.7
"モスコーソ","DB","Farm",71.7,296,0.684,23.3,7.4,0.67,2.76,2.85,15.9,"モスコーソ DB",NA
"モスコーソ","DB","Top",286.7,1217,1.196,17.7,7.5,0.718,4.27,4.13,10.2,"モスコーソ DB",NA
"モルケン","F","Farm",7.7,37,1.168,18.9,5.4,0.593,10.57,3.56,13.5,"モルケン F",NA
"モルケン","F","Top",29.3,125,0.633,18.4,8,0.693,3.37,3.03,10.4,"モルケン F",NA
"モレノ","T","Farm",21,103,2.14,17.5,8.7,0.657,7.29,5.47,8.8,"モレノ T",14.3
"モレノ","T","Top",6.7,28,0,21.4,10.7,0.556,2.7,2.12,10.7,"モレノ T",14.3
"ヤングマン","G","Farm",79.3,314,0.23,20.4,7.6,0.734,1.82,2.65,12.8,"ヤングマン G",53.3
"ヤングマン","G","Top",26,107,0.69,23.4,8.4,0.671,2.77,3.02,15,"ヤングマン G",53.3
"ライブリー","F","Farm",7.3,38,2.45,36.8,13.2,0.412,12.27,4.62,23.6,"ライブリー F",NA
"ライブリー","F","Top",18.7,89,0,24.7,16.9,0.627,5.3,3.03,7.8,"ライブリー F",NA
"ラズナー","E","Farm",9,34,0,29.4,5.9,0.857,0,1.65,23.5,"ラズナー E",NA
"ラズナー","E","Top",79.7,323,0.455,22.3,7.1,0.719,3.05,2.45,15.2,"ラズナー E",NA
"ラルー","S","Farm",37.3,162,1.21,11.7,7.4,0.73,5.54,4.93,4.3,"ラルー S",NA
"ラルー","S","Top",22,115,0.41,12.2,9.6,0.591,9,3.84,2.6,"ラルー S",NA
"ランズラー","Bs","Farm",10,51,1.8,19.6,15.7,0.677,4.5,6.04,3.9,"ランズラー Bs",NA
"リーバス","D","Farm",1,4,0,25,0,0.667,9,0.85,25,"リーバス D",NA
"リズ","E","Farm",45.3,182,0.4,24.7,8.2,0.698,3.18,2.85,16.5,"リズ E",NA
"リズ","E","Top",11.7,59,0.77,22,15.2,0.543,6.94,3.9,6.8,"リズ E",NA
"ルーキ","S","Top",125.4,534,0.864,24.3,7.3,0.685,3.02,3.13,17,"ルーキ S",-60.7
"ルブラン","L","Farm",34,138,0.53,15.9,3.6,0.729,1.59,2.93,12.3,"ルブラン L",NA
"ルブラン","L","Top",44.7,196,1.21,13.3,9.2,0.741,4.23,4.67,4.1,"ルブラン L",NA
"レイ","E","Farm",87.7,351,0.526,19,6.8,0.73,2.67,3.03,12.2,"レイ E",NA
"レイ","E","Top",143.6,624,1.129,15.7,7.7,0.719,4.14,4.27,8,"レイ E",NA
"レイノルズ","L","Farm",15,67,0.6,14.9,13.4,0.674,3.6,4.57,1.5,"レイノルズ L",NA
"レイノルズ","L","Top",61,281,0.74,10.3,8.2,0.671,5.46,4.49,2.1,"レイノルズ L",NA
"レデズマ","M","Farm",41,159,0.205,25.8,11.3,0.776,1.32,2.46,14.5,"レデズマ M",NA
"レデズマ","M","Top",31.7,144,0.561,16,9.7,0.699,3.7,3.76,6.3,"レデズマ M",NA
"ローチ","Bs","Top",50.3,225,0.36,8.4,6.7,0.667,5.01,4.04,1.7,"ローチ Bs",-50.3
"ロドリゲス","D","Farm",5,17,0,29.4,0,0.667,1.8,0.95,29.4,"ロドリゲス D",-22.3
"ロドリゲス","D","Top",27.3,116,0.33,22.4,12.1,0.69,2.3,3.13,10.3,"ロドリゲス D",-22.3
"ロドリゲス","F","Farm",88,406,0.41,11.6,11.3,0.667,4.09,4.24,0.3,"ロドリゲス F",50.3
"ロドリゲス","F","Top",37.7,165,0,13.9,7.3,0.69,5.26,3,6.6,"ロドリゲス F",50.3
"ロペス","L","Farm",53.3,241,0.34,14.1,16.2,0.681,4.39,4.62,-2.1,"ロペス L",NA
"ロマン","S","Farm",81,358,0.686,18.1,5.9,0.651,4.89,3.35,12.3,"ロマン S",NA
"ロマン","S","Top",324.1,1388,0.392,14.9,9.9,0.719,3,3.39,5,"ロマン S",NA
"ロメロ","G","Farm",13,73,1.38,11,4.1,0.655,4.85,4.56,6.9,"ロメロ G",NA
"ロメロ","G","Top",1,5,0,20,20,0.692,0,3.62,0,"ロメロ G",NA
"ロメロ","H","Farm",18,71,0,16.9,7,0.655,0.5,2.36,9.9,"ロメロ H",NA
"ロメロ","H","Top",2.7,13,3.38,15.4,0,0.692,10.13,5.99,15.4,"ロメロ H",NA
"ロンドン","D","Farm",30.3,142,0.59,19.7,9.2,0.596,4.75,3.23,10.5,"ロンドン D",25.6
"ロンドン","D","Top",4.7,25,0,16,8,0.588,5.79,3.77,8,"ロンドン D",25.6
"ワグナー","L","Farm",12,50,0,16,18,0.758,2.25,3.87,-2,"ワグナー L",-20
"ワグナー","L","Top",32,147,0.84,16.3,15.7,0.726,4.22,5.09,0.7,"ワグナー L",-20
"阿知羅　拓馬","D","Farm",256.7,1093,0.552,17.5,8.5,0.697,3.4,3.34,9,"阿知羅　拓馬 D",158
"阿知羅　拓馬","D","Top",27.3,113,1.317,19.4,8,0.741,3.62,4.33,11.5,"阿知羅　拓馬 D",158
"阿斗里","DB","Farm",52,214,0.35,15.4,10.8,0.744,1.73,3.42,4.7,"阿斗里 DB",NA
"阿斗里","DB","Top",2,14,0,14.3,35.7,0.571,13.5,8.12,-21.4,"阿斗里 DB",NA
"阿南　徹","Bs","Farm",26.3,113,0.68,15,9.7,0.716,4.78,3.81,5.3,"阿南　徹 Bs",NA
"阿南　徹","G","Farm",268.6,1140,0.436,11.8,9.1,0.729,3.08,3.88,2.6,"阿南　徹 G",NA
"阿南　徹","G","Top",12,51,0.847,13.7,7.8,0.692,3.75,3.85,5.9,"阿南　徹 G",NA
"阿部　健太","S","Farm",100,405,0.637,16.8,5.4,0.741,2.07,3.13,11.4,"阿部　健太 S",NA
"阿部　健太","S","Top",49.3,219,1.53,17.4,8.7,0.686,6.93,4.5,8.7,"阿部　健太 S",NA
"阿部　和成","M","Farm",413.7,1793,0.595,12.3,6.6,0.699,4.2,3.66,5.7,"阿部　和成 M",84.6
"阿部　和成","M","Top",91.9,407,1.097,8.1,9.6,0.699,4.4,4.92,-1.5,"阿部　和成 M",84.6
"綾部　翔","DB","Farm",112.7,489,1.037,18,8.8,0.7,4.55,4.09,9.2,"綾部　翔 DB",76
"綾部　翔","DB","Top",5,21,0,23.8,9.5,0.714,0,2.11,14.3,"綾部　翔 DB",76
"安江　嘉純","M","Farm",102.6,444,1.055,12.8,6.8,0.705,5.17,4.31,6.1,"安江　嘉純 M",102.6
"安斉　雄虎","DB","Farm",18,83,0.484,8.4,18.1,0.729,3,5.5,-9.6,"安斉　雄虎 DB",NA
"安藤　優也","T","Farm",52,224,0.714,16.1,8,0.686,2.94,3.56,8,"安藤　優也 T",27.4
"安藤　優也","T","Top",259.6,1085,0.634,15.7,6.6,0.704,3.25,3.21,9.1,"安藤　優也 T",27.4
"安部　建輝","DB","Farm",91.4,395,0.29,17.7,7.6,0.675,3.64,2.9,10.1,"安部　建輝 DB",NA
"安部　建輝","DB","Top",15,67,1.87,17.9,17.9,0.775,4.21,6.28,0,"安部　建輝 DB",NA
"安樂　智大","E","Farm",224.4,929,0.964,17.9,5.2,0.706,3.41,3.58,12.7,"安樂　智大 E",61.7
"安樂　智大","E","Top",149.3,637,1.032,16.8,7.4,0.7,3.86,4.11,9.4,"安樂　智大 E",61.7
"伊原　正樹","Bs","Farm",118.7,531,0.622,16.6,9.6,0.675,3.64,3.68,7,"伊原　正樹 Bs",NA
"伊東　昂大","C","Farm",12,47,1.596,19.2,6.4,0.758,3.75,4.32,12.8,"伊東　昂大 C",NA
"伊藤　義弘","M","Farm",84.3,369,0.218,13.5,9.5,0.69,3.84,3.57,4.1,"伊藤　義弘 M",NA
"伊藤　義弘","M","Top",36.4,175,0.515,12,8,0.624,6.94,3.97,4,"伊藤　義弘 M",NA
"伊藤　準規","D","Farm",328.6,1436,0.528,15.6,10,0.689,4.05,3.86,5.6,"伊藤　準規 D",-10.1
"伊藤　準規","D","Top",150.4,684,0.727,15.4,12.3,0.698,4.07,4.44,3.1,"伊藤　準規 D",-10.1
"伊藤　大智郎","H","Farm",38.3,181,0.703,17.1,15.5,0.727,4.93,5.25,1.6,"伊藤　大智郎 H",NA
"伊藤　拓郎","DB","Farm",118.7,499,0.316,11.4,10.4,0.73,3.19,3.94,1,"伊藤　拓郎 DB",NA
"伊藤　拓郎","DB","Top",2,9,0,22.2,22.2,0.8,0,3.62,0,"伊藤　拓郎 DB",NA
"伊藤　祐介","H","Farm",126.7,526,0.365,21.3,11.8,0.729,3.62,3.25,9.5,"伊藤　祐介 H",97.4
"伊藤　和雄","T","Farm",162.3,706,0.599,24.2,8.8,0.674,4.16,2.83,15.4,"伊藤　和雄 T",44.7
"伊藤　和雄","T","Top",55.3,247,0.479,23.1,11.3,0.686,5.04,3.17,11.8,"伊藤　和雄 T",44.7
"伊藤　翔","L","Farm",49.7,205,1.09,21,6.3,0.721,3.99,3.75,14.7,"伊藤　翔 L",23.4
"伊藤　翔","L","Top",26.3,115,0.34,11.3,7.8,0.725,2.73,3.67,3.5,"伊藤　翔 L",23.4
"井口　和朋","F","Farm",92.9,396,0.873,17.4,5.8,0.699,3.58,3.52,11.6,"井口　和朋 F",24.2
"井口　和朋","F","Top",97.4,397,1.224,17.1,6.6,0.75,3.7,4.05,10.6,"井口　和朋 F",24.2
"井坂　亮平","E","Farm",47.4,213,0.556,9.9,8.5,0.683,4.75,4.2,1.4,"井坂　亮平 E",NA
"井上　公志","D","Farm",30.6,129,0.611,20.1,8.5,0.7,3.52,3.19,11.6,"井上　公志 D",NA
"井上　公志","D","Top",12,57,0.75,19.3,8.8,0.568,4.5,3.63,10.5,"井上　公志 D",NA
"井上　雄介","E","Farm",58,280,0.683,18.6,15.7,0.695,4.51,4.95,2.9,"井上　雄介 E",NA
"井上　雄介","E","Top",3.7,17,0,17.6,0,0.571,4.91,0.98,17.6,"井上　雄介 E",NA
"井川　慶","Bs","Farm",129,591,1.103,10.7,9,0.699,5.51,4.81,1.7,"井川　慶 Bs",NA
"井川　慶","Bs","Top",143.7,632,0.698,16.6,9.2,0.696,3.76,3.62,7.4,"井川　慶 Bs",NA
"井納　翔一","DB","Farm",118,465,0.596,20.4,5.2,0.722,3.28,2.88,15.3,"井納　翔一 DB",-157.3
"井納　翔一","DB","Top",748.3,3227,0.796,15.9,7.2,0.696,3.86,3.73,8.6,"井納　翔一 DB",-157.3
"一岡　竜司","C","Farm",33,135,0.57,23.7,3,0.719,1.91,2.23,20.8,"一岡　竜司 C",-106.6
"一岡　竜司","C","Top",207.3,858,0.602,23.5,9.3,0.734,2.34,2.95,14.2,"一岡　竜司 C",-106.6
"一岡　竜司","G","Farm",81.4,324,0.115,28.4,7.7,0.729,0.77,1.74,20.7,"一岡　竜司 G",NA
"一岡　竜司","G","Top",15.3,65,0,16.9,4.6,0.68,4.7,2.15,12.3,"一岡　竜司 G",NA
"一場　靖弘","S","Farm",8.3,35,1.08,11.4,8.6,0.731,4.32,4.9,2.8,"一場　靖弘 S",NA
"雨宮　敬","G","Farm",96.3,417,0.848,15.6,5.5,0.688,3.55,3.71,10.1,"雨宮　敬 G",NA
"浦野　博司","F","Farm",147.3,625,0.866,16.2,7,0.733,3.18,3.79,9.1,"浦野　博司 F",13.6
"浦野　博司","F","Top",232.7,982,0.974,17.5,7.5,0.709,3.71,3.83,10,"浦野　博司 F",13.6
"運天　ジョン・クレイトン","F","Farm",21.3,119,1.18,8.4,14.3,0.618,10.92,6.27,-5.9,"運天　ジョン・クレイトン F",NA
"永井　怜","E","Farm",232.9,1007,0.74,15,6.8,0.69,3.98,3.7,8.3,"永井　怜 E",NA
"永井　怜","E","Top",88.3,377,0.82,16.1,7.2,0.722,3.57,3.66,9,"永井　怜 E",NA
"永川　光浩","C","Farm",3,14,0,7.1,28.6,0.889,6,6.37,-21.5,"永川　光浩 C",NA
"永川　勝浩","C","Farm",155.7,694,0.58,17.7,7.3,0.681,4.28,3.33,10.4,"永川　勝浩 C",24.3
"永川　勝浩","C","Top",146,611,1.042,20.3,6.4,0.704,3.94,3.7,13.9,"永川　勝浩 C",24.3
"永野　将司","M","Farm",21,85,0,34.1,4.7,0.673,1.29,1.19,29.4,"永野　将司 M",17
"永野　将司","M","Top",4,15,0,20,26.7,0.875,0,4.52,-6.7,"永野　将司 M",17
"益田　直也","M","Farm",23,100,0,15,6,0.714,1.96,2.66,9,"益田　直也 M",-90.6
"益田　直也","M","Top",399.9,1693,0.599,20.5,7.7,0.702,3.11,2.96,12.9,"益田　直也 M",-90.6
"越智　大祐","G","Farm",36.3,185,0.748,9.7,11.3,0.64,5.7,5.23,-1.7,"越智　大祐 G",NA
"越智　大祐","G","Top",4,24,4.5,0,16.7,0.588,11.25,11.37,-16.7,"越智　大祐 G",NA
"榎下　陽大","F","Farm",285.4,1232,0.915,24.3,8.8,0.686,3.91,3.32,15.5,"榎下　陽大 F",32
"榎下　陽大","F","Top",51.6,220,1.221,16.3,10.9,0.745,3.63,4.69,5.4,"榎下　陽大 F",32
"榎田　大樹","L","Farm",19,75,0.47,30.7,9.3,0.727,1.42,2.32,21.4,"榎田　大樹 L",-113.7
"榎田　大樹","L","Top",132.7,566,0.95,17.3,7.1,0.705,3.32,4.14,10.2,"榎田　大樹 L",-113.7
"榎田　大樹","T","Farm",172,709,0.316,20.2,9.9,0.733,2.61,3.09,10.3,"榎田　大樹 T",65.4
"榎田　大樹","T","Top",234,1039,0.831,19.6,9.6,0.705,4.35,3.93,9.9,"榎田　大樹 T",65.4
"遠藤　淳志","C","Farm",20,75,0.9,10.7,6.7,0.817,2.25,4.2,4,"遠藤　淳志 C",20
"塩見　貴洋","E","Farm",176,685,0.53,20.7,2.9,0.734,1.89,2.45,17.8,"塩見　貴洋 E",-27.6
"塩見　貴洋","E","Top",577,2414,1.014,17.3,5.5,0.71,3.93,3.66,11.8,"塩見　貴洋 E",-27.6
"押本　健彦","S","Farm",59,249,0.607,22.9,9.2,0.713,2.9,3.18,13.7,"押本　健彦 S",NA
"押本　健彦","S","Top",97.7,437,1.117,17,8.5,0.679,4.61,4.01,8.5,"押本　健彦 S",NA
"横山　貴明","E","Farm",164,711,0.664,14.9,7,0.697,3.51,3.62,7.9,"横山　貴明 E",54.3
"横山　貴明","E","Top",52.3,250,1.627,10,8.4,0.663,7.05,5.78,1.6,"横山　貴明 E",54.3
"横山　弘樹","C","Farm",138.3,636,1.105,15.7,7.2,0.664,5.92,4.28,8.5,"横山　弘樹 C",60.3
"横山　弘樹","C","Top",26.3,123,1.03,13.8,9.8,0.686,5.47,5.08,4,"横山　弘樹 C",60.3
"横山　雄哉","T","Farm",142.3,576,0.633,18.7,7.5,0.755,2.72,3.24,11.2,"横山　雄哉 T",19
"横山　雄哉","T","Top",33.6,151,1.078,21.9,13.9,0.692,4.27,4.34,8,"横山　雄哉 T",19
"横山　竜士","C","Farm",79.7,343,1.12,16,5.8,0.707,4.74,4.02,10.2,"横山　竜士 C",NA
"横山　竜士","C","Top",67.4,286,0.988,14.7,9.8,0.736,2.81,4.07,4.9,"横山　竜士 C",NA
"横山　龍之介","T","Farm",13,61,0,9.8,3.3,0.596,3.46,2.63,6.5,"横山　龍之介 T",NA
"王　溢正","DB","Farm",79.3,347,0.444,16.4,6.3,0.666,4.2,3.03,10.1,"王　溢正 DB",NA
"王　溢正","DB","Top",24.3,124,1.48,12.1,15.3,0.663,8.88,6.23,-3.2,"王　溢正 DB",NA
"岡田　俊哉","D","Farm",56.5,244,0.162,16,10.7,0.741,1.27,3.37,5.3,"岡田　俊哉 D",-6
"岡田　俊哉","D","Top",310,1297,0.56,20.2,8.9,0.722,3.22,3.21,11.3,"岡田　俊哉 D",-6
"岡田　明丈","C","Farm",45.7,204,0.407,15.7,4.9,0.626,4.54,2.95,10.8,"岡田　明丈 C",-269.7
"岡田　明丈","C","Top",369,1582,0.684,17.9,9.5,0.702,4.17,3.69,8.4,"岡田　明丈 C",-269.7
"岡島　秀樹","DB","Farm",13,53,0.69,15.1,11.3,0.789,3.46,4,3.8,"岡島　秀樹 DB",NA
"岡島　秀樹","DB","Top",7.3,35,1.23,20,22.9,0.737,8.59,5.95,-2.9,"岡島　秀樹 DB",NA
"岡島　秀樹","H","Farm",2,6,0,50,0,1,0,0.04,50,"岡島　秀樹 H",NA
"岡島　秀樹","H","Top",90.4,356,0.406,20.2,5.6,0.756,1.49,2.38,14.6,"岡島　秀樹 H",NA
"岡本　健","H","Farm",84.3,336,0.885,19.7,7.1,0.758,2.77,3.56,12.5,"岡本　健 H",-13.3
